state,expenditure,year,raw,inf_adj,inf_adj_perchild
Washington,HCD,2002,552802,723957.375,0.4516536
West Virginia,HCD,2002,100015,130981.0703,0.313694805
Wisconsin,HCD,2002,281623,368817.5,0.254955769
Wyoming,HCD,2002,7502,9824.726563,0.073532321
Alabama,lib,2002,63525,83193.24219,0.070486858
Alaska,lib,2002,23042,30176.13086,0.15199171
Arizona,lib,2002,122951,161018.375,0.107194871
Arkansas,lib,2002,51412,67329.89063,0.093864821
California,lib,2002,897776,1175740.25,0.119240195
Colorado,lib,2002,145991,191191.8906,0.159029588
Connecticut,lib,2002,129203,169206.0938,0.189069763
Delaware,lib,2002,22042,28866.51758,0.138085589
District of Columbia,lib,2002,26652,34903.83984,0.283761829
Florida,lib,2002,317027,415183.0625,0.104183771
Georgia,lib,2002,106545,139532.8438,0.058860559
Hawaii,lib,2002,21367,27982.52734,0.090348117
Idaho,lib,2002,27622,36174.16406,0.090676382
Illinois,lib,2002,465861,610098.1875,0.178515151
Indiana,lib,2002,232014,303848.8438,0.182017356
Iowa,lib,2002,85037,111365.6641,0.144964337
Kansas,lib,2002,69337,90804.72656,0.120894529
Kentucky,lib,2002,79932,104680.0859,0.099539377
Louisiana,lib,2002,96510,126390.875,0.09974838
Maine,lib,2002,24560,32164.12695,0.101568572
Maryland,lib,2002,172435,225823.3281,0.155845776
Massachusetts,lib,2002,221207,289695.8438,0.182025552
Michigan,lib,2002,281622,368816.1875,0.135253623
Minnesota,lib,2002,154622,202495.1719,0.148593813
Mississippi,lib,2002,39727,52027.04688,0.064384729
Missouri,lib,2002,141963,185916.7656,0.123434886
Montana,lib,2002,17825,23343.87305,0.097763099
Nebraska,lib,2002,25937,33967.46484,0.071541332
Nevada,lib,2002,65592,85900.21875,0.148478612
New Hampshire,lib,2002,24641,32270.20508,0.097655632
New Jersey,lib,2002,249322,326515.6563,0.147000268
New Mexico,lib,2002,25794,33780.19141,0.063470595
New York,lib,2002,675271,884344.5,0.179936901
North Carolina,lib,2002,149898,196308.5625,0.091376223
North Dakota,lib,2002,9413,12327.39941,0.07511989
Ohio,lib,2002,347135,454612.9375,0.150374442
Oklahoma,lib,2002,64370,84299.86719,0.08984597
Oregon,lib,2002,116305,152314.6875,0.169248328
Pennsylvania,lib,2002,173765,227565.125,0.074141771
Rhode Island,lib,2002,24695,32340.92383,0.12182194
South Carolina,lib,2002,58439,76532.54688,0.070721239
South Dakota,lib,2002,15713,20577.96875,0.097524069
Tennessee,lib,2002,86618,113436.1641,0.076021805
Texas,lib,2002,309077,404771.6563,0.063326642
Utah,lib,2002,62457,81794.57813,0.10515929
Vermont,lib,2002,12658,16577.09766,0.107334733
Virginia,lib,2002,214581,281018.3438,0.150021985
Washington,lib,2002,229366,300380.9688,0.187397972
West Virginia,lib,2002,26975,35326.84375,0.084606484
Wisconsin,lib,2002,186282,243957.5625,0.16864273
Wyoming,lib,2002,21683,28396.36523,0.212530151
Alabama,parkrec,2002,293762,384714.9063,0.325956106
Alaska,parkrec,2002,53869,70547.60938,0.355335563
Arizona,parkrec,2002,463633,607180.375,0.404218584
Arkansas,parkrec,2002,121893,159632.8125,0.222544625
California,parkrec,2002,3182895,4168364.75,0.422743559
Colorado,parkrec,2002,679514,889901.1875,0.74020201
Connecticut,parkrec,2002,249233,326399.0938,0.364716172
Delaware,parkrec,2002,58863,77087.82031,0.368756562
District of Columbia,parkrec,2002,65521,85807.23438,0.697597086
Florida,parkrec,2002,1327863,1738988.25,0.436372221
Georgia,parkrec,2002,451013,590653.0625,0.249161199
Hawaii,parkrec,2002,138115,180877.375,0.58400476
Idaho,parkrec,2002,75882,99376.14844,0.249102354
Illinois,parkrec,2002,1655060,2167490.25,0.634209156
Indiana,parkrec,2002,322173,421922.3438,0.252748013
Iowa,parkrec,2002,192780,252467.4375,0.32863608
Kansas,parkrec,2002,157150,205805.875,0.274003416
Kentucky,parkrec,2002,199712,261545.6875,0.248701498
Louisiana,parkrec,2002,302845,396610.125,0.313006908
Maine,parkrec,2002,52824,69179.0625,0.218455136
Maryland,parkrec,2002,477063,624768.5,0.431166828
Massachusetts,parkrec,2002,213384,279450.7188,0.175588191
Michigan,parkrec,2002,640163,838366.5625,0.307448834
Minnesota,parkrec,2002,543350,711578.875,0.52216661
Mississippi,parkrec,2002,121575,159216.3594,0.197034106
Missouri,parkrec,2002,309482,405302.0313,0.269090384
Montana,parkrec,2002,38570,50511.82031,0.21154125
Nebraska,parkrec,2002,119140,156027.4375,0.328620642
Nevada,parkrec,2002,196122,256844.1719,0.443955392
New Hampshire,parkrec,2002,61459,80487.58594,0.243570372
New Jersey,parkrec,2002,650219,851536.0625,0.383369118
New Mexico,parkrec,2002,159404,208757.75,0.392241061
New York,parkrec,2002,1523452,1995134.5,0.40594849
North Carolina,parkrec,2002,430870,564273.5,0.262653738
North Dakota,parkrec,2002,67434,88312.53125,0.538153052
Ohio,parkrec,2002,716539,938389.6875,0.310395539
Oklahoma,parkrec,2002,200233,262228,0.27948001
Oregon,parkrec,2002,271621,355718.7188,0.395265847
Pennsylvania,parkrec,2002,516467,676372.5625,0.220365316
Rhode Island,parkrec,2002,60172,78802.10938,0.296832144
South Carolina,parkrec,2002,199028,260649.9063,0.240858108
South Dakota,parkrec,2002,83561,109432.6797,0.518628478
Tennessee,parkrec,2002,384632,503719.5625,0.337579042
Texas,parkrec,2002,1059412,1387421,0.217062399
Utah,parkrec,2002,238596,312468.7188,0.401725739
Vermont,parkrec,2002,27176,35590.07813,0.230441511
Virginia,parkrec,2002,560259,733723.1875,0.391699046
Washington,parkrec,2002,506807,663721.6875,0.41407451
West Virginia,parkrec,2002,107605,140921.0469,0.337500691
Wisconsin,parkrec,2002,418506,548081.4375,0.378877163
Wyoming,parkrec,2002,60971,79848.49219,0.597619176
Alabama,PK12ed,2003,4429788.5,5692527,4.830528736
Alaska,PK12ed,2003,1287792,1654885,8.377128601
Arizona,PK12ed,2003,5087547.5,6537784,4.26826334
Arkansas,PK12ed,2003,2742677.5,3524494.5,4.905807972
California,PK12ed,2003,47133896,60569704,6.108567715
Colorado,PK12ed,2003,5098218,6551496.5,5.41359663
Connecticut,PK12ed,2003,5616506,7217525.5,8.033406258
Delaware,PK12ed,2003,1104904.5,1419864.375,6.744654179
District of Columbia,PK12ed,2003,1074550.5,1380857.75,11.45493221
Florida,PK12ed,2003,15942330,20486790,5.06962347
Georgia,PK12ed,2003,10943194,14062619,5.851629734
Hawaii,PK12ed,2003,1437251,1846948.25,5.952233315
Idaho,PK12ed,2003,1463532.5,1880721.375,4.674341679
Illinois,PK12ed,2003,15638463,20096302,5.896714211
Indiana,PK12ed,2003,7158032.5,9198474,5.495084286
Iowa,PK12ed,2003,3355059,4311439,5.632503033
Kansas,PK12ed,2003,3208909.5,4123628.75,5.495958805
Kentucky,PK12ed,2003,3805340.5,4890076,4.632381439
Louisiana,PK12ed,2003,4956157,6368940,5.050541401
Maine,PK12ed,2003,1719462.5,2209605.75,6.998934746
Maryland,PK12ed,2003,7025355.5,9027976,6.201048374
Massachusetts,PK12ed,2003,9210822,11836423,7.463475704
Michigan,PK12ed,2003,14526650,18667560,6.870292187
Minnesota,PK12ed,2003,6518921,8377179.5,6.156888485
Mississippi,PK12ed,2003,2768885,3558172.75,4.421754837
Missouri,PK12ed,2003,6378907.5,8197254.5,5.443924427
Montana,PK12ed,2003,1059499,1361515.75,5.729899406
Nebraska,PK12ed,2003,2091298,2687435.25,5.657329559
Nevada,PK12ed,2003,2223329.5,2857103.25,4.790590286
New Hampshire,PK12ed,2003,1694874.5,2178009,6.601987839
New Jersey,PK12ed,2003,15736990,20222916,9.054401398
New Mexico,PK12ed,2003,2217139.5,2849148.75,5.366558552
New York,PK12ed,2003,34949696,44912320,9.18932724
North Carolina,PK12ed,2003,8493724,10914912,5.009257793
North Dakota,PK12ed,2003,700356.5,899997.4375,5.575984955
Ohio,PK12ed,2003,14730983,18930140,6.28239584
Oklahoma,PK12ed,2003,3767632.5,4841619.5,5.166846752
Oregon,PK12ed,2003,4096150.5,5263783.5,5.84700489
Pennsylvania,PK12ed,2003,15621619,20074658,6.555428982
Rhode Island,PK12ed,2003,1627560.5,2091506.625,7.881681442
South Carolina,PK12ed,2003,4743824,6096080,5.610972404
South Dakota,PK12ed,2003,801768.5,1030317.563,4.913949013
Tennessee,PK12ed,2003,5436217.5,6985844.5,4.64393568
Texas,PK12ed,2003,27454870,35281048,5.449042797
Utah,PK12ed,2003,2402023.5,3086735,3.93318367
Vermont,PK12ed,2003,956326.5,1228933.25,8.036602974
Virginia,PK12ed,2003,9347617,12012213,6.362802029
Washington,PK12ed,2003,6941104.5,8919709,5.567215443
West Virginia,PK12ed,2003,2130596,2737935.5,6.568328381
Wisconsin,PK12ed,2003,7667578.5,9853269,6.829869747
Wyoming,PK12ed,2003,776085,997312.8125,7.533257008
Alabama,highered,2003,1262603.5,1622516.375,1.376824737
Alaska,highered,2003,332058,426713.1875,2.160048246
Arizona,highered,2003,1510305,1940826.75,1.267089725
Arkansas,highered,2003,728619.5,936316.9375,1.303276658
California,highered,2003,12721799,16348226,1.648749113
Colorado,highered,2003,1152477,1480997.625,1.223769784
Connecticut,highered,2003,880821,1131904.375,1.259856701
Delaware,highered,2003,287460,369402.25,1.754738331
District of Columbia,highered,2003,68326,87802.74219,0.728369355
Florida,highered,2003,3348685.5,4303249,1.064874172
Georgia,highered,2003,2160535,2776408.75,1.155297995
Hawaii,highered,2003,528910,679679.0625,2.190428734
Idaho,highered,2003,361457,464492.5313,1.154448986
Illinois,highered,2003,3365984.5,4325479,1.269194365
Indiana,highered,2003,1299381.5,1669778.125,0.997510135
Iowa,highered,2003,997001,1281202.25,1.673774242
Kansas,highered,2003,986308.5,1267461.75,1.689268827
Kentucky,highered,2003,1252861,1609996.75,1.525153995
Louisiana,highered,2003,1076442.5,1383289,1.096942186
Maine,highered,2003,242957,312213.375,0.98893708
Maryland,highered,2003,1586010,2038111.875,1.399918437
Massachusetts,highered,2003,1112105,1429117.375,0.901132286
Michigan,highered,2003,2992538.5,3845580,1.41530323
Minnesota,highered,2003,1364809.5,1753856.875,1.289013982
Mississippi,highered,2003,958723,1232012.875,1.531027079
Missouri,highered,2003,1072545.5,1378281.125,0.91533798
Montana,highered,2003,196063,251951.9688,1.060332537
Nebraska,highered,2003,664336.5,853709.6875,1.797147393
Nevada,highered,2003,459038.5,589890.25,0.989086568
New Hampshire,highered,2003,282130.5,362553.5313,1.098973393
New Jersey,highered,2003,1753734,2253646.75,1.009024739
New Mexico,highered,2003,1046262.5,1344506,2.532465219
New York,highered,2003,4568551,5870844.5,1.201209545
North Carolina,highered,2003,3295408,4234784.5,1.943499565
North Dakota,highered,2003,249063,320059.9375,1.982949495
Ohio,highered,2003,2084425,2678603.25,0.888955176
Oklahoma,highered,2003,872230.5,1120865.125,1.196157217
Oregon,highered,2003,1211292.5,1556578.875,1.729045987
Pennsylvania,highered,2003,2294985,2949184.5,0.963063478
Rhode Island,highered,2003,186285.5,239387.3281,0.902112663
South Carolina,highered,2003,879260,1129898.5,1.039984584
South Dakota,highered,2003,152173.5,195551.4844,0.932654262
Tennessee,highered,2003,1410380,1812417.5,1.204829335
Texas,highered,2003,6584969.5,8462055,1.306936741
Utah,highered,2003,957123,1229956.75,1.567237139
Vermont,highered,2003,132732,170568.0781,1.115429163
Virginia,highered,2003,1660959,2134425.5,1.1305933
Washington,highered,2003,2041996.5,2624080.25,1.637813568
West Virginia,highered,2003,442616.5,568787.0625,1.364524603
Wisconsin,highered,2003,2028619,2606889.25,1.806985497
Wyoming,highered,2003,231398,297359.4063,2.246120453
Alabama,edsubs,2003,201320,258707.5,0.219532385
Alaska,edsubs,2003,10164.5,13061.95313,0.066120401
Arizona,edsubs,2003,190282,244523.0469,0.159639522
Arkansas,edsubs,2003,174559,224318.1094,0.312232465
California,edsubs,2003,1959361,2517889,0.253933817
Colorado,edsubs,2003,154784.5,198906.7656,0.16435954
Connecticut,edsubs,2003,132549.5,170333.5469,0.189588323
Delaware,edsubs,2003,61911,79559.10938,0.377922505
District of Columbia,edsubs,2003,0,0,0
Florida,edsubs,2003,930843,1196185.5,0.296005875
Georgia,edsubs,2003,670601,861759.9375,0.358588964
Hawaii,edsubs,2003,18923.5,24317.75977,0.078369811
Idaho,edsubs,2003,38521.5,49502.28906,0.123032905
Illinois,edsubs,2003,746683,959529.5625,0.281547874
Indiana,edsubs,2003,398835.5,512526,0.306178331
Iowa,edsubs,2003,186199.5,239276.8125,0.3125934
Kansas,edsubs,2003,136963,176005.1406,0.234579057
Kentucky,edsubs,2003,358977,461305.5938,0.436995953
Louisiana,edsubs,2003,350722.5,450698.0938,0.357401609
Maine,edsubs,2003,49568,63697.66406,0.201762602
Maryland,edsubs,2003,323997.5,416354.9688,0.285981864
Massachusetts,edsubs,2003,216582.5,278320.6563,0.175495535
Michigan,edsubs,2003,395754,508566.0938,0.187169492
Minnesota,edsubs,2003,336131.5,431947.8438,0.317464203
Mississippi,edsubs,2003,139674.5,179489.5781,0.223052382
Missouri,edsubs,2003,236176,303499.4063,0.201558679
Montana,edsubs,2003,51474,66146.97656,0.278377622
Nebraska,edsubs,2003,65310.5,83927.65625,0.176676407
Nevada,edsubs,2003,47338.5,60832.62891,0.101999886
New Hampshire,edsubs,2003,54785,70401.79688,0.213402152
New Jersey,edsubs,2003,419698,539335.5,0.241476566
New Mexico,edsubs,2003,132883,170762.1094,0.321641624
New York,edsubs,2003,1220417,1568304.375,0.320884377
North Carolina,edsubs,2003,257615.5,331050.375,0.151931286
North Dakota,edsubs,2003,24388.5,31340.5918,0.194172412
Ohio,edsubs,2003,967488.5,1243277,0.412609637
Oklahoma,edsubs,2003,129642,166597.25,0.177788123
Oregon,edsubs,2003,91142.5,117123.2266,0.13010034
Pennsylvania,edsubs,2003,729639.5,937627.75,0.306184649
Rhode Island,edsubs,2003,44599.5,57312.86328,0.215979099
South Carolina,edsubs,2003,371638.5,477576.3438,0.439572245
South Dakota,edsubs,2003,11094,14256.41309,0.067993879
Tennessee,edsubs,2003,162881,209311.2344,0.139142498
Texas,edsubs,2003,600913,772206.9375,0.119264841
Utah,edsubs,2003,75407.5,96902.86719,0.123475701
Vermont,edsubs,2003,52726,67755.86719,0.443089187
Virginia,edsubs,2003,307915.5,395688.7188,0.209594101
Washington,edsubs,2003,408389.5,524803.4375,0.327554822
West Virginia,edsubs,2003,67072,86191.28906,0.206773579
Wisconsin,edsubs,2003,164642.5,211574.8594,0.146654755
Wyoming,edsubs,2003,23014,29574.28125,0.223390952
Alabama,edservs,2003,351643.5,451881.625,0.383454859
Alaska,edservs,2003,65727,84462.88281,0.427556247
Arizona,edservs,2003,156672,201332.3125,0.131441981
Arkansas,edservs,2003,196729,252807.8125,0.351887792
California,edservs,2003,1353550.5,1739388.375,0.175420567
Colorado,edservs,2003,113125,145371.9688,0.120122962
Connecticut,edservs,2003,186657.5,239865.3594,0.266980141
Delaware,edservs,2003,61118.5,78540.70313,0.373084843
District of Columbia,edservs,2003,0,0,0
Florida,edservs,2003,360722.5,463548.6563,0.1147089
Georgia,edservs,2003,474872.5,610237.8125,0.253927499
Hawaii,edservs,2003,13636.5,17523.66797,0.05647422
Idaho,edservs,2003,53716,69028.07813,0.171562269
Illinois,edservs,2003,725808,932704,0.273676664
Indiana,edservs,2003,232967.5,299376.3125,0.178844661
Iowa,edservs,2003,142092,182596.2031,0.238545343
Kansas,edservs,2003,86048,110576.5078,0.147376001
Kentucky,edservs,2003,223697,287463.2188,0.272314638
Louisiana,edservs,2003,296968,381620.5625,0.302623451
Maine,edservs,2003,74887,96234,0.304821581
Maryland,edservs,2003,278226,357536.0313,0.245580867
Massachusetts,edservs,2003,912408,1172495.5,0.739318907
Michigan,edservs,2003,175393.5,225390.5,0.082951315
Minnesota,edservs,2003,223895,287717.6563,0.211460859
Mississippi,edservs,2003,143374.5,184244.2813,0.228961065
Missouri,edservs,2003,264689.5,340140.875,0.225892857
Montana,edservs,2003,82310.5,105773.6172,0.44514519
Nebraska,edservs,2003,65151.5,83723.33594,0.1762463
Nevada,edservs,2003,46077.5,59212.17578,0.099282824
New Hampshire,edservs,2003,20432.5,26256.91016,0.07959003
New Jersey,edservs,2003,126831,162984.9531,0.072973222
New Mexico,edservs,2003,64650,83078.88281,0.156484514
New York,edservs,2003,301432,387357.0313,0.079255544
North Carolina,edservs,2003,218663,280994.2188,0.128958657
North Dakota,edservs,2003,33265,42747.39063,0.264843881
Ohio,edservs,2003,271540.5,348944.7813,0.115805231
Oklahoma,edservs,2003,162778,209178.875,0.223230094
Oregon,edservs,2003,108111,138928.7031,0.154321849
Pennsylvania,edservs,2003,1480937.5,1903087.875,0.621458054
Rhode Island,edservs,2003,74493.5,95728.32813,0.360744834
South Carolina,edservs,2003,187727.5,241240.375,0.222043186
South Dakota,edservs,2003,46481,59730.69531,0.284876823
Tennessee,edservs,2003,227163,291917.2188,0.19405596
Texas,edservs,2003,487019.5,625847.375,0.096660085
Utah,edservs,2003,129928,166964.7813,0.212750092
Vermont,edservs,2003,38322,49245.92188,0.322043478
Virginia,edservs,2003,263231,338266.625,0.17917794
Washington,edservs,2003,345156.5,443545.4688,0.276837856
West Virginia,edservs,2003,168260.5,216224.1875,0.518723488
Wisconsin,edservs,2003,212822.5,273488.875,0.189570934
Wyoming,edservs,2003,40538.5,52094.25,0.393496782
Alabama,pell,2003,244700.419,314453.7813,0.266837209
Alaska,pell,2003,14666.092,18846.75195,0.095403403
Arizona,pell,2003,217611.619,279643.1563,0.182568058
Arkansas,pell,2003,151793.041,195062.5781,0.271511167
California,pell,2003,1477657.63,1898873,0.191504881
Colorado,pell,2003,164210.758,211020.0469,0.174368918
Connecticut,pell,2003,80754.29,103773.7969,0.115504555
Delaware,pell,2003,21219.466,27268.20508,0.1295297
District of Columbia,pell,2003,21733.891,27929.26953,0.231687799
Florida,pell,2003,740926.846,952132.5625,0.235612988
Georgia,pell,2003,333652.075,428761.6563,0.178413033
Hawaii,pell,2003,37794.704,48568.31641,0.156523034
Idaho,pell,2003,80897.379,103957.6719,0.258376211
Illinois,pell,2003,465982.194,598813.25,0.175705478
Indiana,pell,2003,227367.177,292179.5938,0.174545407
Iowa,pell,2003,134508.535,172851.0156,0.225814149
Kansas,pell,2003,118193.493,151885.2813,0.2024322
Kentucky,pell,2003,197206.825,253421.8438,0.240067154
Louisiana,pell,2003,258453.277,332126.9688,0.263375223
Maine,pell,2003,50472.128,64859.51953,0.205442786
Maryland,pell,2003,171461.02,220337.0313,0.151342958
Massachusetts,pell,2003,173065.819,222399.2969,0.140234232
Michigan,pell,2003,382186.965,491131.7188,0.180753052
Minnesota,pell,2003,175842.902,225968,0.166077346
Mississippi,pell,2003,215375.544,276769.6563,0.343942702
Missouri,pell,2003,224365.649,288322.4688,0.191479445
Montana,pell,2003,53206.185,68372.9375,0.287745506
Nebraska,pell,2003,72764.097,93505.95313,0.19683972
Nevada,pell,2003,51102.254,65669.26563,0.11010962
New Hampshire,pell,2003,29697.479,38162.92969,0.115679592
New Jersey,pell,2003,290557.193,373382.3125,0.167174384
New Mexico,pell,2003,110194.506,141606.125,0.266724408
New York,pell,2003,1018845.715,1309274,0.267885208
North Carolina,pell,2003,354371.808,455387.6563,0.208994269
North Dakota,pell,2003,35613.842,45765.78516,0.283544511
Ohio,pell,2003,459594.766,590605.0625,0.196005672
Oklahoma,pell,2003,193379.283,248503.2344,0.265195996
Oregon,pell,2003,150456.188,193344.6406,0.214767009
Pennsylvania,pell,2003,423693.648,544470.125,0.177798063
Rhode Island,pell,2003,30152.265,38747.35156,0.146016404
South Carolina,pell,2003,196183.715,252107.0938,0.232045159
South Dakota,pell,2003,39677.534,50987.85938,0.243179157
Tennessee,pell,2003,231419.349,297386.8438,0.197691977
Texas,pell,2003,1049202.514,1348284.125,0.20823808
Utah,pell,2003,131159.303,168547.0625,0.214766264
Vermont,pell,2003,20616.831,26493.78516,0.17325598
Virginia,pell,2003,226678.417,291294.5,0.154297069
Washington,pell,2003,217032.947,278899.5313,0.174074486
West Virginia,pell,2003,90526.449,116331.5703,0.279080331
Wisconsin,pell,2003,168920.275,217072.0313,0.150465161
Wyoming,pell,2003,20580.128,26446.61914,0.19976598
Alabama,HeadStartPriv,2003,89169.69644,114588.0625,0.097236417
Alaska,HeadStartPriv,2003,9996.223909,12845.70898,0.065025762
Arizona,HeadStartPriv,2003,73552.33801,94518.88281,0.061707675
Arkansas,HeadStartPriv,2003,62012.934,79690.10156,0.110922106
California,HeadStartPriv,2003,525065.6234,674738.8125,0.068048671
Colorado,HeadStartPriv,2003,40700.68461,52302.66406,0.043218449
Connecticut,HeadStartPriv,2003,39521.98219,50787.96484,0.05652912
Delaware,HeadStartPriv,2003,12536.909,16110.63184,0.076528884
District of Columbia,HeadStartPriv,2003,10464.46657,13447.42676,0.111553393
Florida,HeadStartPriv,2003,162958.125,209410.3438,0.051820301
Georgia,HeadStartPriv,2003,151723.4969,194973.2188,0.081130765
Hawaii,HeadStartPriv,2003,22248.16,28590.13477,0.092138559
Idaho,HeadStartPriv,2003,14020.2648,18016.82813,0.044778995
Illinois,HeadStartPriv,2003,211585.0092,271898.625,0.079781264
Indiana,HeadStartPriv,2003,70696.07122,90848.42188,0.054272015
Iowa,HeadStartPriv,2003,46920.43535,60295.39453,0.078770451
Kansas,HeadStartPriv,2003,31978.73147,41094.46484,0.054770567
Kentucky,HeadStartPriv,2003,67714.18242,87016.52344,0.082430974
Louisiana,HeadStartPriv,2003,103528.1492,133039.4844,0.10549973
Maine,HeadStartPriv,2003,26990.76,34684.64063,0.109863736
Maryland,HeadStartPriv,2003,60255.72438,77431.99219,0.053185735
Massachusetts,HeadStartPriv,2003,97749.30894,125613.3516,0.079205699
Michigan,HeadStartPriv,2003,177554.9363,228168.0625,0.083973549
Minnesota,HeadStartPriv,2003,67971.90236,87347.71094,0.064197041
Mississippi,HeadStartPriv,2003,128035.5819,164532.9063,0.204465657
Missouri,HeadStartPriv,2003,108414.0143,139318.0938,0.092523314
Montana,HeadStartPriv,2003,19726.54718,25349.7207,0.10668356
Nebraska,HeadStartPriv,2003,29753.6816,38235.15234,0.080488957
Nevada,HeadStartPriv,2003,23315.025,29961.11523,0.050236695
New Hampshire,HeadStartPriv,2003,13018.299,16729.24414,0.050709739
New Jersey,HeadStartPriv,2003,125013.0468,160648.7813,0.071927242
New Mexico,HeadStartPriv,2003,41209.21518,52956.15625,0.099746391
New York,HeadStartPriv,2003,409468.5117,526190,0.10766159
North Carolina,HeadStartPriv,2003,120585.195,154958.75,0.071116313
North Dakota,HeadStartPriv,2003,7521.947484,9666.125,0.059887026
Ohio,HeadStartPriv,2003,213621.3935,274515.4688,0.09110418
Oklahoma,HeadStartPriv,2003,78783.942,101241.7891,0.108042523
Oregon,HeadStartPriv,2003,49149.843,63160.30859,0.0701584
Pennsylvania,HeadStartPriv,2003,162992.2491,209454.1875,0.068397783
Rhode Island,HeadStartPriv,2003,21445.541,27558.72461,0.103852928
South Carolina,HeadStartPriv,2003,79307.38149,101914.4375,0.093804389
South Dakota,HeadStartPriv,2003,15628.5543,20083.57031,0.095785655
Tennessee,HeadStartPriv,2003,95725.94727,123013.2188,0.081774719
Texas,HeadStartPriv,2003,305221.1494,392226.3125,0.060578074
Utah,HeadStartPriv,2003,32769.35895,42110.46484,0.053658053
Vermont,HeadStartPriv,2003,9929.552828,12760.0332,0.083444178
Virginia,HeadStartPriv,2003,69128.42699,88833.90625,0.047054823
Washington,HeadStartPriv,2003,45964.90012,59067.47656,0.036866825
West Virginia,HeadStartPriv,2003,38918.65035,50012.65234,0.119980745
Wisconsin,HeadStartPriv,2003,72908.5185,93691.53906,0.064943016
Wyoming,HeadStartPriv,2003,10953.85483,14076.31836,0.106326237
Alabama,TANFbasic,2003,46143.852,59297.44141,0.050318249
Alaska,TANFbasic,2003,50183.123,64488.12891,0.326442838
Arizona,TANFbasic,2003,175362.38,225350.5,0.147122517
Arkansas,TANFbasic,2003,22028.084,28307.32422,0.039401483
California,TANFbasic,2003,3119315.877,4008496,0.404264301
Colorado,TANFbasic,2003,50722.851,65181.71094,0.05386059
Connecticut,TANFbasic,2003,133433.527,171469.5781,0.190852776
Delaware,TANFbasic,2003,20064.79,25784.38086,0.122481227
District of Columbia,TANFbasic,2003,67565.242,86825.13281,0.720259607
Florida,TANFbasic,2003,250566.624,321992.1875,0.079679601
Georgia,TANFbasic,2003,168524.947,216564.0156,0.090114966
Hawaii,TANFbasic,2003,91146.136,117127.8984,0.377472728
Idaho,TANFbasic,2003,6345.623,8154.481934,0.020267135
Illinois,TANFbasic,2003,114556.049,147210.9531,0.043195058
Indiana,TANFbasic,2003,139052.999,178690.9063,0.106748313
Iowa,TANFbasic,2003,80899.006,103959.7656,0.135813981
Kansas,TANFbasic,2003,55198.828,70933.59375,0.09454006
Kentucky,TANFbasic,2003,102317.235,131483.3906,0.124554545
Louisiana,TANFbasic,2003,66979.067,86071.85938,0.068254605
Maine,TANFbasic,2003,66203.115,85074.71875,0.269474506
Maryland,TANFbasic,2003,32088.461,41235.47266,0.028323419
Massachusetts,TANFbasic,2003,338752.552,435316.0625,0.274489254
Michigan,TANFbasic,2003,389604.87,500664.125,0.184261307
Minnesota,TANFbasic,2003,192753.041,247698.4844,0.18204838
Mississippi,TANFbasic,2003,36433.528,46819.12891,0.058182307
Missouri,TANFbasic,2003,130210.035,167327.2031,0.111124605
Montana,TANFbasic,2003,30540.956,39246.84375,0.165169194
Nebraska,TANFbasic,2003,58624.97,75336.375,0.158590868
Nevada,TANFbasic,2003,47830.605,61465.01172,0.103060216
New Hampshire,TANFbasic,2003,38973.119,50082.64453,0.151810676
New Jersey,TANFbasic,2003,221872.58,285118.7188,0.127656147
New Mexico,TANFbasic,2003,77892.582,100096.3438,0.188538015
New York,TANFbasic,2003,1604839.889,2062309.375,0.421960711
North Carolina,TANFbasic,2003,133365.618,171382.3125,0.078653693
North Dakota,TANFbasic,2003,17883.596,22981.42578,0.142382726
Ohio,TANFbasic,2003,304004.951,390663.4375,0.129650503
Oklahoma,TANFbasic,2003,58449.615,75111.03906,0.08015649
Oregon,TANFbasic,2003,82190.274,105619.1172,0.117321596
Pennsylvania,TANFbasic,2003,323619.231,415868.875,0.135803014
Rhode Island,TANFbasic,2003,82740.122,106325.7031,0.400680214
South Carolina,TANFbasic,2003,48696.269,62577.44141,0.057597715
South Dakota,TANFbasic,2003,11125.55,14296.95605,0.068187244
Tennessee,TANFbasic,2003,138424.39,177883.1094,0.118250228
Texas,TANFbasic,2003,323040.758,415125.5,0.064114779
Utah,TANFbasic,2003,43531.885,55940.91797,0.071281113
Vermont,TANFbasic,2003,34438.835,44255.83594,0.28941083
Virginia,TANFbasic,2003,128988.634,165757.6406,0.087800898
Washington,TANFbasic,2003,269268.706,346025.4063,0.215970948
West Virginia,TANFbasic,2003,68432.824,87940.02344,0.210968792
Wisconsin,TANFbasic,2003,108526.014,139462.0156,0.096669182
Wyoming,TANFbasic,2003,14791.532,19007.94922,0.143577591
Alabama,othercashserv,2003,1111364.125,1428165.25,1.211903453
Alaska,othercashserv,2003,294841.375,378887.7188,1.917952657
Arizona,othercashserv,2003,769174.625,988432.5625,0.645308912
Arkansas,othercashserv,2003,529869.4375,680912,0.947773814
California,othercashserv,2003,12347304,15866979,1.600214481
Colorado,othercashserv,2003,965882.625,1241213.375,1.02563262
Connecticut,othercashserv,2003,912707,1172879.75,1.305464029
Delaware,othercashserv,2003,186976.7031,240275.5625,1.141359448
District of Columbia,othercashserv,2003,466655.25,599678.1875,4.974642277
Florida,othercashserv,2003,2541625.5,3266131.5,0.808230937
Georgia,othercashserv,2003,912358.0625,1172431.375,0.487863213
