state,expenditure,year,raw,inf_adj,inf_adj_perchild
New Mexico,HCD,2009,150547,167131.25,0.305767983
New York,HCD,2009,4024988,4468380.5,0.965776742
North Carolina,HCD,2009,781885,868017.4375,0.360274851
North Dakota,HCD,2009,75830,84183.42969,0.53084439
Ohio,HCD,2009,2111174,2343741,0.803090513
Oklahoma,HCD,2009,215561,239307.2031,0.244963914
Oregon,HCD,2009,578257,641957.8125,0.698502243
Pennsylvania,HCD,2009,1706447,1894429.25,0.632142067
Rhode Island,HCD,2009,200158,222207.4063,0.910641313
South Carolina,HCD,2009,395791,439391.3438,0.382222682
South Dakota,HCD,2009,94133,104502.6875,0.490834951
Tennessee,HCD,2009,539440,598864.6875,0.377982855
Texas,HCD,2009,1748224,1940808.375,0.27074033
Utah,HCD,2009,310705,344932.25,0.381740838
Vermont,HCD,2009,124878,138634.5625,0.986666679
Virginia,HCD,2009,827823,919016,0.469163865
Washington,HCD,2009,1073662,1191936.625,0.71420753
West Virginia,HCD,2009,97507,108248.375,0.261326849
Wisconsin,HCD,2009,268559,298143.4688,0.20918414
Wyoming,HCD,2009,17309,19215.75977,0.134380639
Alabama,lib,2009,94121,104489.3672,0.086705543
Alaska,lib,2009,36819,40874.98047,0.207276776
Arizona,lib,2009,169768,188469.6406,0.109474681
Arkansas,lib,2009,60082,66700.63281,0.088990182
California,lib,2009,1167940,1296600.25,0.131331578
Colorado,lib,2009,240871,267405.3438,0.207967579
Connecticut,lib,2009,159600,177181.5313,0.203378752
Delaware,lib,2009,39982,44386.41797,0.201670274
District of Columbia,lib,2009,41025,45544.3125,0.407796204
Florida,lib,2009,553516,614491.3125,0.144489303
Georgia,lib,2009,171942,190883.125,0.072558969
Hawaii,lib,2009,29816,33100.53125,0.103418477
Idaho,lib,2009,43729,48546.1875,0.107937984
Illinois,lib,2009,593983,659416.1875,0.198256508
Indiana,lib,2009,411995,457380.375,0.267873824
Iowa,lib,2009,109807,121903.3359,0.157882556
Kansas,lib,2009,94708,105141.0313,0.137837633
Kentucky,lib,2009,60614,67291.23438,0.06218515
Louisiana,lib,2009,152546,169350.4688,0.1432762
Maine,lib,2009,36918,40984.88672,0.138263002
Maryland,lib,2009,194189,215580.8594,0.150025964
Massachusetts,lib,2009,262275,291167.2188,0.19117026
Michigan,lib,2009,286938,318547.0938,0.126060113
Minnesota,lib,2009,220560,244856.8906,0.180088311
Mississippi,lib,2009,44688,49610.83203,0.06167832
Missouri,lib,2009,352690,391542.3438,0.25851801
Montana,lib,2009,24966,27716.25391,0.116713285
Nebraska,lib,2009,35316,39206.41016,0.081172019
Nevada,lib,2009,87794,97465.39063,0.138857588
New Hampshire,lib,2009,36900,40964.90234,0.131991565
New Jersey,lib,2009,446960,496197.125,0.226870522
New Mexico,lib,2009,34008,37754.32031,0.069071837
New York,lib,2009,771030,855966.6875,0.185004994
North Carolina,lib,2009,215093,238787.6406,0.09910997
North Dakota,lib,2009,10868,12065.21875,0.076080933
Ohio,lib,2009,372862,413936.4688,0.141836688
Oklahoma,lib,2009,66690,74036.57031,0.075786635
Oregon,lib,2009,136599,151646.75,0.165003985
Pennsylvania,lib,2009,229232,254484.2031,0.084917486
Rhode Island,lib,2009,35385,39283.01172,0.160988033
South Carolina,lib,2009,117590,130543.7109,0.113558829
South Dakota,lib,2009,22071,24502.3418,0.115084179
Tennessee,lib,2009,109842,121942.1953,0.076965734
Texas,lib,2009,447297,496571.25,0.069271065
Utah,lib,2009,89113,98929.6875,0.109486729
Vermont,lib,2009,17463,19386.72461,0.137975946
Virginia,lib,2009,239652,266052.0625,0.135821372
Washington,lib,2009,288756,320565.375,0.192082524
West Virginia,lib,2009,40001,44407.51172,0.107205994
Wisconsin,lib,2009,237917,264125.9375,0.185316682
Wyoming,lib,2009,38066,42259.35156,0.29553026
Alabama,parkrec,2009,362640,402588.4375,0.334068894
Alaska,parkrec,2009,92556,102751.9688,0.521054626
Arizona,parkrec,2009,642757,713563.125,0.414481044
Arkansas,parkrec,2009,147831,164116.0625,0.218959212
California,parkrec,2009,4541621,5041926,0.510692537
Colorado,parkrec,2009,922822,1024480.063,0.796762824
Connecticut,parkrec,2009,238513,264787.5938,0.303937823
Delaware,parkrec,2009,58256,64673.48047,0.293844819
District of Columbia,parkrec,2009,135135,150021.4688,1.343267322
Florida,parkrec,2009,2161821,2399967.25,0.56431973
Georgia,parkrec,2009,686897,762565.5625,0.289868325
Hawaii,parkrec,2009,223905,248570.375,0.776627123
Idaho,parkrec,2009,101037,112167.2344,0.249393538
Illinois,parkrec,2009,2234295,2480425,0.745751143
Indiana,parkrec,2009,491597,545751.3125,0.319630027
Iowa,parkrec,2009,268274,297827.0625,0.385729402
Kansas,parkrec,2009,240583,267085.625,0.350143522
Kentucky,parkrec,2009,249797,277314.625,0.256271899
Louisiana,parkrec,2009,509534,565664.25,0.478571028
Maine,parkrec,2009,65330,72526.75,0.244669855
Maryland,parkrec,2009,852481,946390.3125,0.658607244
Massachusetts,parkrec,2009,351794,390547.625,0.256419986
Michigan,parkrec,2009,674355,748641.9375,0.296263516
Minnesota,parkrec,2009,790969,878102.125,0.645830035
Mississippi,parkrec,2009,155686,172836.375,0.214877605
Missouri,parkrec,2009,487950,541702.5625,0.357662141
Montana,parkrec,2009,62862,69786.875,0.293872893
Nebraska,parkrec,2009,160114,177752.1563,0.368013829
Nevada,parkrec,2009,527405,585503.9375,0.834159315
New Hampshire,parkrec,2009,91750,101857.1797,0.328190416
New Jersey,parkrec,2009,839245,931696.25,0.425988793
New Mexico,parkrec,2009,242460,269169.4063,0.492447615
New York,parkrec,2009,1888435,2096465,0.453121036
North Carolina,parkrec,2009,625567,694479.4375,0.288247079
North Dakota,parkrec,2009,121745,135156.4219,0.852270246
Ohio,parkrec,2009,936634,1039813.625,0.356295556
Oklahoma,parkrec,2009,290888,322932.2188,0.330565631
Oregon,parkrec,2009,430418,477832.8438,0.519920945
Pennsylvania,parkrec,2009,680911,755920.125,0.252238989
Rhode Island,parkrec,2009,43888,48722.70313,0.199673384
South Carolina,parkrec,2009,370716,411554.0625,0.358007282
South Dakota,parkrec,2009,112973,125418.1094,0.58907187
Tennessee,parkrec,2009,451846,501621.3438,0.316606194
Texas,parkrec,2009,1639286,1819869.75,0.253869563
Utah,parkrec,2009,388627,431438.1563,0.477478027
Vermont,parkrec,2009,38476,42714.51563,0.304000586
Virginia,parkrec,2009,786382,873009.8125,0.4456774
Washington,parkrec,2009,764562,848786.125,0.50859201
West Virginia,parkrec,2009,152875,169715.7031,0.409717649
Wisconsin,parkrec,2009,513580,570156,0.400034249
Wyoming,parkrec,2009,104259,115744.1719,0.809428096
Alabama,PK12ed,2010,6573857,7234370.5,6.0292449
Alaska,PK12ed,2010,2157418,2374186.25,11.96557903
Arizona,PK12ed,2010,7388074,8130396.5,4.72707653
Arkansas,PK12ed,2010,4480204,4930356,6.552055359
California,PK12ed,2010,57105136,62842820,6.376718998
Colorado,PK12ed,2010,6969515,7669782.5,5.914600849
Connecticut,PK12ed,2010,7915525,8710844,10.05969906
Delaware,PK12ed,2010,1463603,1610659.75,7.347967148
District of Columbia,PK12ed,2010,1896647,2087214.125,18.81000137
Florida,PK12ed,2010,22340868,24585584,5.788283348
Georgia,PK12ed,2010,15191886,16718303,6.34689188
Hawaii,PK12ed,2010,1858469,2045200.125,6.376723289
Idaho,PK12ed,2010,1858673,2045424.625,4.521464348
Illinois,PK12ed,2010,21995540,24205560,7.317354679
Indiana,PK12ed,2010,8845805,9734594,5.721385479
Iowa,PK12ed,2010,4647369,5114317,6.622112274
Kansas,PK12ed,2010,4254598,4682082,6.091067791
Kentucky,PK12ed,2010,5703554,6276623,5.792337418
Louisiana,PK12ed,2010,7196995,7920119,6.689425468
Maine,PK12ed,2010,2206675,2428392.5,8.327163696
Maryland,PK12ed,2010,10649696,11719733,8.164040565
Massachusetts,PK12ed,2010,12049013,13259647,8.740092278
Michigan,PK12ed,2010,16182975,17808972,7.166565418
Minnesota,PK12ed,2010,8491869,9345096,6.882649422
Mississippi,PK12ed,2010,3826339,4210793.5,5.269195557
Missouri,PK12ed,2010,8422001,9268208,6.13818264
Montana,PK12ed,2010,1440902,1585677.75,6.693108559
Nebraska,PK12ed,2010,3030641,3335147,6.861948013
Nevada,PK12ed,2010,3571969,3930865.5,5.622132301
New Hampshire,PK12ed,2010,2443356,2688854.25,8.810340881
New Jersey,PK12ed,2010,22386176,24635446,11.29534721
New Mexico,PK12ed,2010,3062881,3370626.5,6.137394905
New York,PK12ed,2010,49236240,54183292,11.77430534
North Carolina,PK12ed,2010,12108694,13325325,5.512084007
North Dakota,PK12ed,2010,1001145,1101735.875,6.878111362
Ohio,PK12ed,2010,18430878,20282736,7.017866611
Oklahoma,PK12ed,2010,5118967,5633299.5,5.715586662
Oregon,PK12ed,2010,5341135,5877790,6.405416965
Pennsylvania,PK12ed,2010,21980914,24189464,8.131084442
Rhode Island,PK12ed,2010,2095919,2306508.25,9.573235512
South Carolina,PK12ed,2010,6473043,7123427.5,6.205860138
South Dakota,PK12ed,2010,1045714,1150783,5.354097843
Tennessee,PK12ed,2010,7787670,8570142,5.4136796
Texas,PK12ed,2010,39557944,43532560,5.999240875
Utah,PK12ed,2010,3146199,3462316,3.767272949
Vermont,PK12ed,2010,1379279,1517863.125,10.93458939
Virginia,PK12ed,2010,13348895,14690136,7.46348381
Washington,PK12ed,2010,9499568,10454045,6.23819685
West Virginia,PK12ed,2010,2987162,3287299.5,7.977217197
Wisconsin,PK12ed,2010,9700207,10674843,7.527354717
Wyoming,PK12ed,2010,1322136,1454978.75,10.16295052
Alabama,highered,2010,1501508,1652373.25,1.377115369
Alaska,highered,2010,467325,514279.8438,2.591901064
Arizona,highered,2010,1674809,1843086.75,1.071585059
Arkansas,highered,2010,972336,1070032.25,1.421988606
California,highered,2010,20309862,22350512,2.26792717
Colorado,highered,2010,1251498,1377243.25,1.062069774
Connecticut,highered,2010,865493,952454.125,1.099939466
Delaware,highered,2010,214769,236348.0938,1.078240156
District of Columbia,highered,2010,107882,118721.5313,1.069919944
Florida,highered,2010,4265695,4694294,1.105196595
Georgia,highered,2010,2161306,2378465,0.902954102
Hawaii,highered,2010,584774,643529.625,2.006458998
Idaho,highered,2010,474394,522059.125,1.154025316
Illinois,highered,2010,3858019,4245656.5,1.283464313
Indiana,highered,2010,1472247,1620172.25,0.952235878
Iowa,highered,2010,1240640,1365294.25,1.767808318
Kansas,highered,2010,1262988,1389887.75,1.808148742
Kentucky,highered,2010,1648602,1814246.625,1.674264669
Louisiana,highered,2010,1723905,1897115.75,1.602326155
Maine,highered,2010,271827,299139.0313,1.025773168
Maryland,highered,2010,2237276,2462068,1.715092182
Massachusetts,highered,2010,1155251,1271325.75,0.837994039
Michigan,highered,2010,3277463,3606768.75,1.451411366
Minnesota,highered,2010,1946084,2141618.25,1.577298641
Mississippi,highered,2010,1291561,1421331.625,1.778589845
Missouri,highered,2010,1164763,1281793.5,0.848910928
Montana,highered,2010,297709,327621.5625,1.382882953
Nebraska,highered,2010,842213,926835.0625,1.906930685
Nevada,highered,2010,680777,749178.625,1.071514964
New Hampshire,highered,2010,99042,108993.3281,0.357129186
New Jersey,highered,2010,1771011,1948954.75,0.893595397
New Mexico,highered,2010,1273498,1401453.75,2.551832676
New York,highered,2010,6268640,6898486.5,1.499076247
North Carolina,highered,2010,4634504,5100159.5,2.10970521
North Dakota,highered,2010,395665,435419.75,2.718315363
Ohio,highered,2010,2077416,2286146,0.791011035
Oklahoma,highered,2010,1107652,1218944.25,1.236749768
Oregon,highered,2010,1617329,1779831.5,1.939600229
Pennsylvania,highered,2010,2706371,2978295.75,1.001129031
Rhode Island,highered,2010,121909,134157.9063,0.556826591
South Carolina,highered,2010,723256,795925.75,0.693402708
South Dakota,highered,2010,207125,227936.0469,1.060488224
Tennessee,highered,2010,1286300,1415542,0.894184828
Texas,highered,2010,13097474,14413453,1.986324072
Utah,highered,2010,1404294,1545391.625,1.681508064
Vermont,highered,2010,133242,146629.5938,1.056310296
Virginia,highered,2010,1914621,2106994,1.0704813
Washington,highered,2010,2556292,2813137.5,1.678671241
West Virginia,highered,2010,545067,599833.0625,1.455601692
Wisconsin,highered,2010,2804348,3086117.25,2.176172495
Wyoming,highered,2010,387688,426641.2813,2.980067015
Alabama,edsubs,2010,402752,443218.8438,0.369385988
Alaska,edsubs,2010,23630,26004.24414,0.131057888
Arizona,edsubs,2010,474788,522492.7188,0.30378136
Arkansas,edsubs,2010,300695,330907.5625,0.439750105
California,edsubs,2010,3018863,3322185.75,0.337105244
Colorado,edsubs,2010,293792,323311,0.249323308
Connecticut,edsubs,2010,291866,321191.4688,0.370927244
Delaware,edsubs,2010,172097,189388.5938,0.864006937
District of Columbia,edsubs,2010,0,0,0
Florida,edsubs,2010,1792669,1972788.875,0.464461684
Georgia,edsubs,2010,1007114,1108304.625,0.420753807
Hawaii,edsubs,2010,48437,53303.74609,0.166195586
Idaho,edsubs,2010,73114,80460.1875,0.177859336
Illinois,edsubs,2010,959212,1055589.625,0.319105357
Indiana,edsubs,2010,702746,773355,0.454529703
Iowa,edsubs,2010,248443,273405.5,0.354010493
Kansas,edsubs,2010,128908,141860.1406,0.184550315
Kentucky,edsubs,2010,680086,748418.1875,0.690672457
Louisiana,edsubs,2010,410928,452216.3125,0.38194719
Maine,edsubs,2010,80084,88130.50781,0.302206993
Maryland,edsubs,2010,409540,450688.875,0.313952714
Massachusetts,edsubs,2010,335423,369124.9063,0.243308574
Michigan,edsubs,2010,912233,1003890.375,0.403978735
Minnesota,edsubs,2010,544257,598941.6875,0.441119671
Mississippi,edsubs,2010,165549,182182.6719,0.22797513
Missouri,edsubs,2010,431828,475216.2813,0.314727992
Montana,edsubs,2010,73506,80891.57813,0.341441453
Nebraska,edsubs,2010,119817,131855.7031,0.271288484
Nevada,edsubs,2010,179360,197381.3438,0.28230527
New Hampshire,edsubs,2010,93068,102419.0859,0.335587919
New Jersey,edsubs,2010,757780,833918.5625,0.382351488
New Mexico,edsubs,2010,161785,178040.4844,0.324184448
New York,edsubs,2010,1569444,1727135.125,0.375315249
North Carolina,edsubs,2010,492672,542173.625,0.224272698
North Dakota,edsubs,2010,42784,47082.75781,0.293936551
Ohio,edsubs,2010,1378487,1516991.625,0.524882078
Oklahoma,edsubs,2010,297321,327194.5625,0.331974
Oregon,edsubs,2010,236127,259852.0469,0.283177972
Pennsylvania,edsubs,2010,940182,1034647.563,0.347788066
Rhode Island,edsubs,2010,86064,94711.35156,0.393102437
South Carolina,edsubs,2010,786369,865380.0625,0.753910601
South Dakota,edsubs,2010,30416,33472.07422,0.155731142
Tennessee,edsubs,2010,521270,573645,0.362366259
Texas,edsubs,2010,1248491,1373934.125,0.189342454
Utah,edsubs,2010,155741,171389.2031,0.186484978
Vermont,edsubs,2010,96334,106013.2344,0.763712585
Virginia,edsubs,2010,575875,633736.5,0.321976721
Washington,edsubs,2010,738065,812222.6875,0.484674096
West Virginia,edsubs,2010,131835,145081.2344,0.352065414
Wisconsin,edsubs,2010,257394,283255.875,0.199737594
Wyoming,edsubs,2010,45712,50304.94922,0.351377428
Alabama,edservs,2010,303771,334292.625,0.278605044
Alaska,edservs,2010,83367,91743.36719,0.46237421
Arizona,edservs,2010,191136,210340.5469,0.122293644
Arkansas,edservs,2010,106170,116837.5156,0.155267864
California,edservs,2010,1812950,1995107.625,0.202445418
Colorado,edservs,2010,107057,117813.6406,0.09085273
Connecticut,edservs,2010,256798,282600,0.326359987
Delaware,edservs,2010,121963,134217.3281,0.612310886
District of Columbia,edservs,2010,0,0,0
Florida,edservs,2010,745831,820769,0.193236962
Georgia,edservs,2010,841378,925916.125,0.351512313
Hawaii,edservs,2010,20950,23054.96875,0.071883015
Idaho,edservs,2010,75248,82808.60156,0.183050573
Illinois,edservs,2010,494962,544693.6875,0.164661214
Indiana,edservs,2010,284531,313119.4688,0.184032038
Iowa,edservs,2010,154891,170453.7969,0.220706731
Kansas,edservs,2010,138851,152802.1719,0.198785156
Kentucky,edservs,2010,222804,245190.4063,0.22627224
Louisiana,edservs,2010,388263,427274.0313,0.360880643
Maine,edservs,2010,111029,122184.7266,0.418981791
Maryland,edservs,2010,262366,288727.4375,0.201129362
Massachusetts,edservs,2010,695429,765302.8125,0.504449129
Michigan,edservs,2010,123162,135536.7969,0.054541796
Minnesota,edservs,2010,357941,393905.4063,0.290110737
Mississippi,edservs,2010,201753,222024.2969,0.277831137
Missouri,edservs,2010,293489,322977.5313,0.213902742
Montana,edservs,2010,85330,93903.60156,0.396364897
Nebraska,edservs,2010,128825,141768.7969,0.29168433
Nevada,edservs,2010,60943,67066.29688,0.09592177
New Hampshire,edservs,2010,48179,53019.82422,0.17372556
New Jersey,edservs,2010,393816,433384.9688,0.198706925
New Mexico,edservs,2010,165019,181599.4219,0.330664754
New York,edservs,2010,391509,430846.1875,0.093625069
North Carolina,edservs,2010,430906,474201.625,0.196155757
North Dakota,edservs,2010,53611,58997.60938,0.368320704
Ohio,edservs,2010,312391,343778.75,0.118948124
Oklahoma,edservs,2010,217568,239428.3281,0.242925733
Oregon,edservs,2010,169568,186605.4844,0.203356355
Pennsylvania,edservs,2010,678938,747154.875,0.251149803
Rhode Island,edservs,2010,103584,113991.6875,0.473126084
South Carolina,edservs,2010,337967,371924.5,0.324016958
South Dakota,edservs,2010,68033,74868.67188,0.34833169
Tennessee,edservs,2010,253799,279299.6563,0.176431015
Texas,edservs,2010,887419,976583.125,0.134583339
Utah,edservs,2010,152416,167730.125,0.182503611
Vermont,edservs,2010,63262,69618.30469,0.501525819
Virginia,edservs,2010,260327,286483.5625,0.1455511
Washington,edservs,2010,560470,616783.6875,0.368050635
West Virginia,edservs,2010,373767,411321.5313,0.998144865
Wisconsin,edservs,2010,303842,334370.7813,0.235781223
Wyoming,edservs,2010,68965,75894.3125,0.53011781
Alabama,pell,2010,616230.587,678146.875,0.565178931
Alaska,pell,2010,46038.264,50663.99609,0.255339712
Arizona,pell,2010,727633.67,800743.25,0.46555841
Arkansas,pell,2010,381098.837,419390.0625,0.55733639
California,pell,2010,4201604.078,4623763.5,0.469177544
Colorado,pell,2010,486284.765,535144.625,0.412680149
Connecticut,pell,2010,264997.152,291622.9688,0.336780131
Delaware,pell,2010,69337.113,76303.8125,0.348104507
District of Columbia,pell,2010,53505.662,58881.6875,0.530642509
Florida,pell,2010,2438790.499,2683830,0.631864965
Georgia,pell,2010,1360755.33,1497478.375,0.568498671
Hawaii,pell,2010,99679.054,109694.3906,0.342015803
Idaho,pell,2010,219569.188,241630.5781,0.534130692
Illinois,pell,2010,1318452.62,1450925.25,0.438615531
Indiana,pell,2010,789523.876,868851.9375,0.510656834
Iowa,pell,2010,326985.89,359840.0625,0.465927571
Kansas,pell,2010,285251.619,313912.5,0.408378661
Kentucky,pell,2010,550106.328,605378.6875,0.558669448
Louisiana,pell,2010,520378.402,572663.875,0.483678609
Maine,pell,2010,127729.211,140562.9063,0.482002139
Maryland,pell,2010,501987.533,552425.125,0.384822845
Massachusetts,pell,2010,491279.972,540641.75,0.356363863
Michigan,pell,2010,1341940.607,1476773.125,0.594272971
Minnesota,pell,2010,533588.012,587200.6875,0.432472438
Mississippi,pell,2010,540585.698,594901.5,0.744432747
Missouri,pell,2010,706123.915,777072.3125,0.514642298
Montana,pell,2010,104703.722,115223.9141,0.48635745
Nebraska,pell,2010,178308.956,196224.6875,0.403725415
Nevada,pell,2010,210607.186,231768.1094,0.33148703
New Hampshire,pell,2010,84924.892,93457.78906,0.30622521
New Jersey,pell,2010,800137.593,880532.0625,0.403723776
New Mexico,pell,2010,275313.893,302976.2813,0.551673412
New York,pell,2010,2160058.674,2377092.25,0.516554236
North Carolina,pell,2010,1188773.68,1308216.625,0.541150033
North Dakota,pell,2010,56802.788,62510.09375,0.390249044
Ohio,pell,2010,1535262.3,1689519,0.584576905
Oklahoma,pell,2010,425728.708,468504.1563,0.475347728
Oregon,pell,2010,449470.645,494631.5625,0.539032757
Pennsylvania,pell,2010,1111678.641,1223375.5,0.411227375
Rhode Island,pell,2010,85406.438,93987.71875,0.390098989
South Carolina,pell,2010,589990.023,649269.75,0.56563741
South Dakota,pell,2010,81488.225,89675.82031,0.417222977
Tennessee,pell,2010,761502.978,838015.625,0.529366732
Texas,pell,2010,2900824.884,3192287.5,0.439930499
Utah,pell,2010,338859.525,372906.7188,0.405751944
Vermont,pell,2010,44482.557,48951.97656,0.352646917
Virginia,pell,2010,739847.194,814183.9375,0.413655013
Washington,pell,2010,588557.159,647692.9375,0.386494994
West Virginia,pell,2010,204842.677,225424.4063,0.547032416
Wisconsin,pell,2010,560267.066,616560.375,0.434766918
Wyoming,pell,2010,42450.902,46716.19141,0.326310128
Alabama,HeadStartPriv,2010,95310.80795,104887.2422,0.087414779
Alaska,HeadStartPriv,2010,13127.649,14446.66016,0.072809219
Arizona,HeadStartPriv,2010,81565.60638,89760.97656,0.052187737
Arkansas,HeadStartPriv,2010,67238.73582,73994.60156,0.098333001
California,HeadStartPriv,2010,545875.3861,600722.6875,0.060955886
Colorado,HeadStartPriv,2010,48736.46057,53633.29688,0.041359656
Connecticut,HeadStartPriv,2010,42926.74535,47239.84375,0.054554828
Delaware,HeadStartPriv,2010,13930.947,15330.66992,0.069939829
District of Columbia,HeadStartPriv,2010,12972.60987,14276.04297,0.128655881
Florida,HeadStartPriv,2010,170038.7129,187123.4844,0.044055238
Georgia,HeadStartPriv,2010,165496.9577,182125.4063,0.069141604
Hawaii,HeadStartPriv,2010,24087.975,26508.23438,0.082649946
Idaho,HeadStartPriv,2010,15120.11316,16639.31836,0.036781646
Illinois,HeadStartPriv,2010,212977.2656,234376.3281,0.070852093
Indiana,HeadStartPriv,2010,83721.07708,92133.02344,0.054150026
Iowa,HeadStartPriv,2010,51229.39606,56376.71094,0.072997607
Kansas,HeadStartPriv,2010,37824.32962,41624.76172,0.054150961
Kentucky,HeadStartPriv,2010,76196.03752,83851.89844,0.077382132
Louisiana,HeadStartPriv,2010,116975.8502,128729.0938,0.108726099
Maine,HeadStartPriv,2010,29060.756,31980.6582,0.109664388
Maryland,HeadStartPriv,2010,66817.78309,73531.35156,0.051222406
Massachusetts,HeadStartPriv,2010,106015.3794,116667.3594,0.076901257
Michigan,HeadStartPriv,2010,190567.9641,209715.4375,0.084392257
Minnesota,HeadStartPriv,2010,73708.25985,81114.15625,0.059740454
Mississippi,HeadStartPriv,2010,163399.0735,179816.7344,0.225014493
Missouri,HeadStartPriv,2010,113664.4299,125084.9531,0.082841724
Montana,HeadStartPriv,2010,21407.84875,23558.82031,0.09944123
Nebraska,HeadStartPriv,2010,27482.54684,30243.87891,0.062225722
Nevada,HeadStartPriv,2010,24071.05192,26489.61133,0.037886847
New Hampshire,HeadStartPriv,2010,14088.914,15504.50879,0.050802309
New Jersey,HeadStartPriv,2010,135788.17,149431.5938,0.068514355
New Mexico,HeadStartPriv,2010,44544.45567,49020.09766,0.08925809
New York,HeadStartPriv,2010,448321.1651,493366.5938,0.107211076
North Carolina,HeadStartPriv,2010,127542.4964,140357.4375,0.058059521
North Dakota,HeadStartPriv,2010,7389.618027,8132.095703,0.050768483
Ohio,HeadStartPriv,2010,235424.0229,259078.4375,0.089641646
Oklahoma,HeadStartPriv,2010,83862.24513,92288.375,0.093636461
Oregon,HeadStartPriv,2010,54566.70028,60049.33203,0.065439731
Pennsylvania,HeadStartPriv,2010,168662.7761,185609.3125,0.062391005
Rhode Island,HeadStartPriv,2010,23171.217,25499.36328,0.105835907
South Carolina,HeadStartPriv,2010,85216.60835,93778.8125,0.081699178
South Dakota,HeadStartPriv,2010,15415.99565,16964.92969,0.078930512
Tennessee,HeadStartPriv,2010,85181.82233,93740.53906,0.059215035
Texas,HeadStartPriv,2010,290774.2491,319990.0313,0.044097964
Utah,HeadStartPriv,2010,36284.04317,39929.71094,0.043446675
Vermont,HeadStartPriv,2010,12211.95111,13438.95703,0.096813388
Virginia,HeadStartPriv,2010,71535.04679,78722.58594,0.039995868
Washington,HeadStartPriv,2010,54989.90279,60515.05859,0.036110889
West Virginia,HeadStartPriv,2010,41127.74462,45260.08984,0.109831661
Wisconsin,HeadStartPriv,2010,77628.87302,85428.69531,0.06023996
Wyoming,HeadStartPriv,2010,11932.38995,13131.30664,0.09172149
Alabama,TANFbasic,2010,49093.777,54026.51563,0.0450266
Alaska,TANFbasic,2010,39660.988,43645.95703,0.219969749
Arizona,TANFbasic,2010,104894.864,115434.2578,0.067114383
Arkansas,TANFbasic,2010,16162.976,17786.96484,0.023637477
California,TANFbasic,2010,3948392.413,4345110.5,0.440902382
Colorado,TANFbasic,2010,71193.84,78347.10156,0.060417861
Connecticut,TANFbasic,2010,92870.439,102201.6719,0.118027374
Delaware,TANFbasic,2010,10779.102,11862.14063,0.0541161
District of Columbia,TANFbasic,2010,53150.612,58490.96484,0.527121365
Florida,TANFbasic,2010,187356.811,206181.6406,0.048542179
Georgia,TANFbasic,2010,48315.614,53170.16406,0.020185379
Hawaii,TANFbasic,2010,70141.059,77188.53906,0.240665913
Idaho,TANFbasic,2010,6195.466,6817.960449,0.015071279
Illinois,TANFbasic,2010,72269.935,79531.3125,0.02404236
Indiana,TANFbasic,2010,91937.263,101174.7344,0.059464179
Iowa,TANFbasic,2010,70456.537,77535.71094,0.100394674
Kansas,TANFbasic,2010,50355.327,55414.82031,0.072090887
Kentucky,TANFbasic,2010,122839.214,135181.5781,0.124751367
Louisiana,TANFbasic,2010,40841.357,44944.92578,0.03796101
Maine,TANFbasic,2010,77968.137,85802.04688,0.294222504
Maryland,TANFbasic,2010,124415.298,136916.0313,0.095376574
Massachusetts,TANFbasic,2010,336526.231,370338.9688,0.244108826
Michigan,TANFbasic,2010,546268.921,601155.75,0.241913006
Minnesota,TANFbasic,2010,95830.668,105459.3359,0.077670641
Mississippi,TANFbasic,2010,19859.498,21854.89648,0.027348226
Missouri,TANFbasic,2010,105720.63,116343,0.077052072
Montana,TANFbasic,2010,18413.389,20263.48828,0.085531712
Nebraska,TANFbasic,2010,31317.664,34464.33203,0.070909157
Nevada,TANFbasic,2010,41596.249,45775.66406,0.065470777
New Hampshire,TANFbasic,2010,37820.1,41620.10547,0.136373073
New Jersey,TANFbasic,2010,266016.176,292744.375,0.134223238
New Mexico,TANFbasic,2010,95638.252,105247.5859,0.191639736
New York,TANFbasic,2010,1667796.093,1835369.25,0.398835093
North Carolina,TANFbasic,2010,74949.693,82480.32813,0.03411838
North Dakota,TANFbasic,2010,7620.852,8386.563477,0.052357119
Ohio,TANFbasic,2010,506398.844,557279.6875,0.192819864
Oklahoma,TANFbasic,2010,24446.971,26903.30078,0.027296286
Oregon,TANFbasic,2010,200018.047,220115.0156,0.239873916
Pennsylvania,TANFbasic,2010,202162.876,222475.3594,0.074783213
Rhode Island,TANFbasic,2010,40058.464,44083.37109,0.182969421
South Carolina,TANFbasic,2010,45743.806,50339.95313,0.043855671
South Dakota,TANFbasic,2010,15662.935,17236.68164,0.080194861
Tennessee,TANFbasic,2010,133943.931,147402.0625,0.093112528
Texas,TANFbasic,2010,107100.969,117862.0234,0.016242616
Utah,TANFbasic,2010,37050.388,40773.05469,0.0443643
Vermont,TANFbasic,2010,16743.055,18425.32617,0.13273488
Virginia,TANFbasic,2010,122517.853,134827.9375,0.068500802
Washington,TANFbasic,2010,368599.838,405635.2188,0.242052943
West Virginia,TANFbasic,2010,43275.52,47623.66406,0.115567297
Wisconsin,TANFbasic,2010,130008.982,143071.7344,0.100886889
Wyoming,TANFbasic,2010,10744.118,11823.6416,0.082587518
Alabama,othercashserv,2010,748221.25,823399.375,0.686234772
Alaska,othercashserv,2010,429927,473124.25,2.384482622
Arizona,othercashserv,2010,1202463.125,1323281.625,0.769366324
