state,variable,year,raw
South Dakota,PK12ed,2011,1057333
Tennessee,PK12ed,2011,8082395
Texas,PK12ed,2011,39381720
Utah,PK12ed,2011,3406788
Vermont,PK12ed,2011,1382207
Virginia,PK12ed,2011,13244635
Washington,PK12ed,2011,9601942
West Virginia,PK12ed,2011,3010536
Wisconsin,PK12ed,2011,10047299
Wyoming,PK12ed,2011,1386028
Alabama,PK12ed,2012,6305709
Alaska,PK12ed,2012,2105122
Arizona,PK12ed,2012,6966512
Arkansas,PK12ed,2012,4220947
California,PK12ed,2012,57048604
Colorado,PK12ed,2012,6844340
Connecticut,PK12ed,2012,7898446
Delaware,PK12ed,2012,1673927
District of Columbia,PK12ed,2012,1981603
Florida,PK12ed,2012,21698588
Georgia,PK12ed,2012,15025144
Hawaii,PK12ed,2012,1669778
Idaho,PK12ed,2012,1744392
Illinois,PK12ed,2012,22233908
Indiana,PK12ed,2012,8564467
Iowa,PK12ed,2012,4829616
Kansas,PK12ed,2012,4284463
Kentucky,PK12ed,2012,6022356
Louisiana,PK12ed,2012,7784059
Maine,PK12ed,2012,2167578
Maryland,PK12ed,2012,10680541
Massachusetts,PK12ed,2012,12618691
Michigan,PK12ed,2012,15240656
Minnesota,PK12ed,2012,8555110
Mississippi,PK12ed,2012,3828219
Missouri,PK12ed,2012,8199339
Montana,PK12ed,2012,1441011
Nebraska,PK12ed,2012,3251369
Nevada,PK12ed,2012,3501841
New Hampshire,PK12ed,2012,2546300
New Jersey,PK12ed,2012,22177014
New Mexico,PK12ed,2012,2877730
New York,PK12ed,2012,50939628
North Carolina,PK12ed,2012,11779617
North Dakota,PK12ed,2012,1094531
Ohio,PK12ed,2012,18979162
Oklahoma,PK12ed,2012,4709798
Oregon,PK12ed,2012,5355834
Pennsylvania,PK12ed,2012,21954720
Rhode Island,PK12ed,2012,2122998
South Carolina,PK12ed,2012,6405138
South Dakota,PK12ed,2012,1034926
Tennessee,PK12ed,2012,7897109
Texas,PK12ed,2012,37778480
Utah,PK12ed,2012,3463994
Vermont,PK12ed,2012,1405724
Virginia,PK12ed,2012,13378595
Washington,PK12ed,2012,9848714
West Virginia,PK12ed,2012,2915771
Wisconsin,PK12ed,2012,9411178
Wyoming,PK12ed,2012,1418805
Alabama,PK12ed,2013,6461916
Alaska,PK12ed,2013,2202551
Arizona,PK12ed,2013,6675200
Arkansas,PK12ed,2013,4222408
California,PK12ed,2013,57043384
Colorado,PK12ed,2013,7011149
Connecticut,PK12ed,2013,8009846
Delaware,PK12ed,2013,1674823
District of Columbia,PK12ed,2013,2006747
Florida,PK12ed,2013,22016268
Georgia,PK12ed,2013,14905073
Hawaii,PK12ed,2013,1669596
Idaho,PK12ed,2013,1814272
Illinois,PK12ed,2013,22472468
Indiana,PK12ed,2013,8405572
Iowa,PK12ed,2013,5005994
Kansas,PK12ed,2013,4391499
Kentucky,PK12ed,2013,6007826
Louisiana,PK12ed,2013,6961042
Maine,PK12ed,2013,2122408
Maryland,PK12ed,2013,11014005
Massachusetts,PK12ed,2013,12909896
Michigan,PK12ed,2013,14923401
Minnesota,PK12ed,2013,8824871
Mississippi,PK12ed,2013,3846581
Missouri,PK12ed,2013,8382326
Montana,PK12ed,2013,1467413
Nebraska,PK12ed,2013,3367966
Nevada,PK12ed,2013,3579094
New Hampshire,PK12ed,2013,2566870
New Jersey,PK12ed,2013,23197666
New Mexico,PK12ed,2013,2901550
New York,PK12ed,2013,54640372
North Carolina,PK12ed,2013,11981041
North Dakota,PK12ed,2013,1156659
Ohio,PK12ed,2013,18421282
Oklahoma,PK12ed,2013,4861433
Oregon,PK12ed,2013,5375515
Pennsylvania,PK12ed,2013,24002254
Rhode Island,PK12ed,2013,2176272
South Carolina,PK12ed,2013,6593849
South Dakota,PK12ed,2013,1057858
Tennessee,PK12ed,2013,7896419
Texas,PK12ed,2013,38458788
Utah,PK12ed,2013,3677422
Vermont,PK12ed,2013,1442269
Virginia,PK12ed,2013,13729023
Washington,PK12ed,2013,9919072
West Virginia,PK12ed,2013,2849026
Wisconsin,PK12ed,2013,9453634
Wyoming,PK12ed,2013,1425713
Alabama,PK12ed,2014,6600333
Alaska,PK12ed,2014,2202685
Arizona,PK12ed,2014,7065613
Arkansas,PK12ed,2014,4299286
California,PK12ed,2014,59043948
Colorado,PK12ed,2014,7405899
Connecticut,PK12ed,2014,8310423
Delaware,PK12ed,2014,1721283
District of Columbia,PK12ed,2014,2058261
Florida,PK12ed,2014,23146180
Georgia,PK12ed,2014,15270387
Hawaii,PK12ed,2014,1890456
Idaho,PK12ed,2014,1831321
Illinois,PK12ed,2014,23319288
Indiana,PK12ed,2014,8408339
Iowa,PK12ed,2014,5203414
Kansas,PK12ed,2014,4484069
Kentucky,PK12ed,2014,5997108
Louisiana,PK12ed,2014,7086738
Maine,PK12ed,2014,2180010
Maryland,PK12ed,2014,11287730
Massachusetts,PK12ed,2014,13602492
Michigan,PK12ed,2014,14929967
Minnesota,PK12ed,2014,9157300
Mississippi,PK12ed,2014,3884541
Missouri,PK12ed,2014,8601130
Montana,PK12ed,2014,1536136
Nebraska,PK12ed,2014,3456540
Nevada,PK12ed,2014,3648652
New Hampshire,PK12ed,2014,2623529
New Jersey,PK12ed,2014,24374006
New Mexico,PK12ed,2014,2894699
New York,PK12ed,2014,56565792
North Carolina,PK12ed,2014,11962562
North Dakota,PK12ed,2014,1220424
Ohio,PK12ed,2014,18902152
Oklahoma,PK12ed,2014,4945306
Oregon,PK12ed,2014,5648365
Pennsylvania,PK12ed,2014,24073322
Rhode Island,PK12ed,2014,2191975
South Carolina,PK12ed,2014,6972009
South Dakota,PK12ed,2014,1114420
Tennessee,PK12ed,2014,8228575
Texas,PK12ed,2014,40392404
Utah,PK12ed,2014,3685048
Vermont,PK12ed,2014,1471609
Virginia,PK12ed,2014,14151467
Washington,PK12ed,2014,10568308
West Virginia,PK12ed,2014,2852013
Wisconsin,PK12ed,2014,9562448
Wyoming,PK12ed,2014,1453975
Alabama,PK12ed,2015,6645129
Alaska,PK12ed,2015,2332630
Arizona,PK12ed,2015,7026131
Arkansas,PK12ed,2015,4355246
California,PK12ed,2015,64553292
Colorado,PK12ed,2015,7689567
Connecticut,PK12ed,2015,8510423
Delaware,PK12ed,2015,1764887
District of Columbia,PK12ed,2015,2152055
Florida,PK12ed,2015,23815164
Georgia,PK12ed,2015,15877364
Hawaii,PK12ed,2015,1772617
Idaho,PK12ed,2015,1865252
Illinois,PK12ed,2015,23713992
Indiana,PK12ed,2015,8489906
Iowa,PK12ed,2015,5381831
Kansas,PK12ed,2015,4546083
Kentucky,PK12ed,2015,6139011
Louisiana,PK12ed,2015,7278280
Maine,PK12ed,2015,2261878
Maryland,PK12ed,2015,11570016
Massachusetts,PK12ed,2015,13946420
Michigan,PK12ed,2015,15213236
Minnesota,PK12ed,2015,9578997
Mississippi,PK12ed,2015,3987169
Missouri,PK12ed,2015,8864068
Montana,PK12ed,2015,1547168
Nebraska,PK12ed,2015,3576419
Nevada,PK12ed,2015,3768373
New Hampshire,PK12ed,2015,2682216
New Jersey,PK12ed,2015,24069384
New Mexico,PK12ed,2015,3131851
New York,PK12ed,2015,58754776
North Carolina,PK12ed,2015,12450071
North Dakota,PK12ed,2015,1356310
Ohio,PK12ed,2015,19443794
Oklahoma,PK12ed,2015,4957466
Oregon,PK12ed,2015,5991464
Pennsylvania,PK12ed,2015,24982312
Rhode Island,PK12ed,2015,2235934
South Carolina,PK12ed,2015,7181418
South Dakota,PK12ed,2015,1144394
Tennessee,PK12ed,2015,8244847
Texas,PK12ed,2015,42137444
Utah,PK12ed,2015,3722120
Vermont,PK12ed,2015,1502373
Virginia,PK12ed,2015,14496257
Washington,PK12ed,2015,11297901
West Virginia,PK12ed,2015,2885755
Wisconsin,PK12ed,2015,9691073
Wyoming,PK12ed,2015,1495720
Alabama,PK12ed,2016,6589890
Alaska,PK12ed,2016,2074993
Arizona,PK12ed,2016,7137123
Arkansas,PK12ed,2016,4411761
California,PK12ed,2016,68892072
Colorado,PK12ed,2016,8060420
Connecticut,PK12ed,2016,8687640
Delaware,PK12ed,2016,1832385
District of Columbia,PK12ed,2016,2290288
Florida,PK12ed,2016,24222830
Georgia,PK12ed,2016,16563441
Hawaii,PK12ed,2016,1843481
Idaho,PK12ed,2016,1935653
Illinois,PK12ed,2016,23933484
Indiana,PK12ed,2016,8643916
Iowa,PK12ed,2016,5517359
Kansas,PK12ed,2016,4532902
Kentucky,PK12ed,2016,6283316
Louisiana,PK12ed,2016,7295542
Maine,PK12ed,2016,2290535
Maryland,PK12ed,2016,10459539
Massachusetts,PK12ed,2016,13998163
Michigan,PK12ed,2016,15328155
Minnesota,PK12ed,2016,9987116
Mississippi,PK12ed,2016,4077663
Missouri,PK12ed,2016,8996869
Montana,PK12ed,2016,1598517
Nebraska,PK12ed,2016,3728426
Nevada,PK12ed,2016,3944218
New Hampshire,PK12ed,2016,2737576
New Jersey,PK12ed,2016,24349836
New Mexico,PK12ed,2016,3049749
New York,PK12ed,2016,56656536
North Carolina,PK12ed,2016,12620939
North Dakota,PK12ed,2016,1393844
Ohio,PK12ed,2016,20271944
Oklahoma,PK12ed,2016,4958496
Oregon,PK12ed,2016,6285584
Pennsylvania,PK12ed,2016,25955384
Rhode Island,PK12ed,2016,2297516
South Carolina,PK12ed,2016,7419325
South Dakota,PK12ed,2016,1185796
Tennessee,PK12ed,2016,8294165
Texas,PK12ed,2016,43287224
Utah,PK12ed,2016,3931265
Vermont,PK12ed,2016,1536843
Virginia,PK12ed,2016,14385736
Washington,PK12ed,2016,12315163
West Virginia,PK12ed,2016,2873668
Wisconsin,PK12ed,2016,9691073
Wyoming,PK12ed,2016,1542763
